Ticker,Name,MC ($M),Close,EMA9,EMA21,SMA50,Spread %,Alignment,Vol Ratio
BWBBP,"Bridgewater Bancshares, Inc. Depositary ",559,20.1,20.16,20.15,20.25,0.5,MIXED,0.46
MDWD,MediWound Ltd. Ordinary Shares,215,16.72,17.0,17.02,17.08,0.5,BEARISH,0.47
MSEX,Middlesex Water Company Common Stock,994,53.5,53.11,52.83,53.02,0.51,MIXED,1.28
PSF,Cohen & Steers Select Preferred and Inco,973,19.81,19.81,19.71,19.73,0.51,MIXED,0.81
PMO,Putnam Municipal Opportunities Trust Com,353,10.4,10.41,10.38,10.43,0.51,MIXED,1.0
PMM,Putnam Managed Municipal Income Trust Co,301,6.18,6.2,6.18,6.21,0.51,MIXED,0.74
AVO,"Mission Produce, Inc. Common Stock",980,13.83,13.85,13.9,13.83,0.52,MIXED,1.22
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,598,25.05,25.05,25.03,24.92,0.52,BULLISH,1.03
RWT,"Redwood Trust, Inc. Common Stock",714,5.71,5.82,5.79,5.79,0.53,BULLISH,0.96
OIA,Invesco Municipal Income Opportunities T,290,6.1,6.11,6.1,6.13,0.53,MIXED,1.12
IQI,Invesco Quality Municipal Income Trust C,522,9.88,9.85,9.81,9.86,0.55,MIXED,0.56
OWLS,OBOOK Holdings Inc. Class A Common Share,524,5.93,5.9,5.88,5.92,0.56,MIXED,1.7
FTHY,First Trust High Yield Opportunities 202,502,13.65,13.61,13.56,13.53,0.58,BULLISH,1.1
MIN,MFS Intermediate Income Trust Common Sto,284,2.47,2.48,2.48,2.49,0.58,MIXED,1.15
SDGR,"Schrodinger, Inc. Common Stock",870,11.79,12.03,11.98,11.96,0.59,BULLISH,1.06
TACO,Berto Acquisition Corp. Ordinary Shares,376,10.32,10.28,10.26,10.22,0.59,BULLISH,1.25
DSX,Diana Shipping inc. common stock,301,2.44,2.49,2.49,2.48,0.61,BULLISH,0.8
UTL,UNITIL Corporation Common Stock,949,52.77,52.85,52.96,52.64,0.62,MIXED,1.1
VTN,Invesco Trust for Investment Grade New Y,219,11.24,11.22,11.15,11.2,0.62,MIXED,0.86
NGS,"Natural Gas Services Group, Inc. Common ",500,39.67,38.37,38.28,38.12,0.63,BULLISH,1.05
SAY,Saratoga Investment Corp 8.125% Notes du,398,25.42,25.39,25.34,25.23,0.63,BULLISH,0.7
SGU,Star Group L.P. Common Stock,423,12.87,12.64,12.59,12.68,0.64,MIXED,1.18
NODK,"NI Holdings, Inc. Common Stock",272,13.24,13.03,13.0,13.08,0.65,MIXED,0.57
IMXI,"International Money Express, Inc. Common",480,15.94,15.89,15.85,15.78,0.66,BULLISH,0.92
FWDI,"Forward Industries, Inc. Common Stock",384,4.62,4.7,4.68,4.67,0.66,BULLISH,0.94
FCNCN,"First Citizens BancShares, Inc. Deposita",297,25.14,25.1,25.01,24.93,0.66,BULLISH,0.64
CLNE,Clean Energy Fuels Corp. Common Stock,500,2.28,2.35,2.35,2.36,0.67,MIXED,0.98
SAZ,Saratoga Investment Corp 8.50% Notes due,400,25.52,25.49,25.42,25.31,0.68,BULLISH,1.19
OCCIN,"OFS Credit Company, Inc. 5.25% Series E ",286,24.65,24.64,24.57,24.47,0.68,BULLISH,2.15
RWAYL,Runway Growth Finance Corp. 7.50% Notes ,924,25.5,25.41,25.34,25.24,0.69,BULLISH,1.18
SLS,"SELLAS Life Sciences Group, Inc. Common ",801,4.46,4.77,4.79,4.8,0.69,BEARISH,1.04
GPJA,Georgia Power Company Series 2017A 5.00%,209,22.6,22.32,22.18,22.33,0.7,MIXED,0.56
DLY,DoubleLine Yield Opportunities Fund Comm,680,14.18,14.17,14.07,14.07,0.72,BULLISH,0.76
MGRD,"Affiliated Managers Group, Inc. 4.200% J",429,15.09,14.97,14.91,15.02,0.72,MIXED,0.59
IBEX,IBEX Limited Common Shares,380,28.31,28.36,28.35,28.55,0.72,MIXED,1.03
EICA,Eagle Point Income Company Inc. 5.00% Se,222,24.88,24.94,24.91,24.77,0.72,BULLISH,0.48
EOT,Eaton Vance Municipal Income Trust EATON,268,17.13,17.13,17.12,17.24,0.73,MIXED,1.0
ASMB,"Assembly Biosciences, Inc. Common Stock",443,27.87,28.37,28.56,28.57,0.75,BEARISH,0.95
DGICA,"Donegal Group, Inc. Class A Common Stock",656,17.73,17.54,17.42,17.41,0.76,BULLISH,0.79
CLB,Core Laboratories Inc. Common Stock,804,17.45,16.89,16.76,16.86,0.77,MIXED,0.9
WHFCL,"WhiteHorse Finance, Inc. 7.875% Notes du",592,25.46,25.37,25.3,25.17,0.78,BULLISH,1.1
GRVY,"GRAVITY Co., Ltd. American Depository Sh",437,62.82,63.15,62.66,62.83,0.78,MIXED,1.41
CLW,Clearwater Paper Corporation Common Stoc,235,14.63,14.74,14.7,14.62,0.78,BULLISH,0.9
BHRB,Burke & Herbert Financial Services Corp.,962,63.96,64.71,64.35,64.21,0.79,BULLISH,0.9
APC,ARKO Petroleum Corp. Class A Common Stoc,856,17.99,18.11,18.16,18.26,0.8,BEARISH,0.68
RFI,"Cohen & Steers Total Return Realty Fund,",565,11.5,11.5,11.4,11.41,0.8,MIXED,1.13
VYGR,"Voyager Therapeutics, Inc. Common Stock",229,3.79,4.01,4.0,3.97,0.84,BULLISH,0.74
FT,Franklin Universal Trust Common Stock,205,8.14,8.17,8.14,8.1,0.84,BULLISH,1.07
ABUS,Arbutus Biopharma Corporation Common Sto,827,4.2,4.39,4.42,4.43,0.85,BEARISH,1.59
CHSCN,CHS Inc Preferred Class B Series 2 Reset,312,25.39,25.26,25.16,25.04,0.85,BULLISH,0.45
LND,Brasilagro Brazilian Agric Real Estate C,416,4.05,4.06,4.08,4.1,0.86,BEARISH,0.77
BHFAN,"Brighthouse Financial, Inc. Depositary s",752,13.1,13.11,13.03,13.0,0.87,BULLISH,0.45
PDX,PIMCO Dynamic Income Strategy Fund Commo,920,20.58,20.67,20.81,20.63,0.89,MIXED,0.9
NEWTI,"NewtekOne, Inc. 8.00% Fixed Rate Senior ",665,25.27,25.36,25.3,25.13,0.89,BULLISH,0.57
MGR,"Affiliated Managers Group, Inc. 5.875% J",574,20.22,20.24,20.18,20.36,0.9,MIXED,0.66
KREF,KKR Real Estate Finance Trust Inc. Commo,386,6.01,6.41,6.42,6.46,0.9,BEARISH,1.62
ISTR,Investar Holding Corporation Common Stoc,381,27.71,28.19,28.06,27.94,0.9,BULLISH,1.6
MBINN,Merchants Bancorp Depositary Shares Pref,919,20.0,20.17,20.11,19.98,0.92,BULLISH,0.66
MGRE,"Affiliated Managers Group, Inc. 6.750% J",681,23.97,23.72,23.5,23.55,0.92,MIXED,0.58
AIV,Apartment Investment and Management Comp,609,4.23,4.19,4.16,4.2,0.92,MIXED,0.85
MSBIP,"Midland States Bancorp, Inc. Depositary ",543,25.29,25.18,25.07,24.95,0.92,BULLISH,0.44
HCKT,Hackett Group Inc (The). Common Stock,327,12.98,13.35,13.37,13.47,0.92,BEARISH,0.96
NL,"NL Industries, Inc. Common Stock",292,5.97,5.86,5.84,5.89,0.93,MIXED,1.05
SCM,Stellus Capital Investment Corporation C,277,9.56,9.68,9.59,9.64,0.93,MIXED,0.81
BHFAM,"Brighthouse Financial, Inc. Depositary s",677,11.78,11.76,11.68,11.65,0.94,BULLISH,0.45
INBKZ,First Internet Bancorp 6.0% Fixed-to-Flo,216,24.75,24.69,24.59,24.46,0.94,BULLISH,1.21
GAINZ,Gladstone Investment Corporation 4.875% ,922,24.12,24.01,23.89,23.78,0.96,BULLISH,0.93
HSTM,"HealthStream, Inc. Common Stock",627,21.31,21.13,20.97,20.93,0.96,BULLISH,0.81
BRT,BRT Apartments Corp. (MD) Common Stock,271,14.25,14.2,14.08,14.07,0.96,BULLISH,0.4
EQBK,"Equity Bancshares, Inc. Class A Common S",952,45.34,45.31,45.19,44.88,0.97,BULLISH,0.88
NKSH,"National Bankshares, Inc. Common Stock",227,35.65,36.8,36.88,37.15,0.97,BEARISH,0.77
MITP,"TPG Mortgage Investment Trust, Inc. 9.50",756,25.62,25.55,25.41,25.29,0.99,BULLISH,0.83
EFSCP,Enterprise Financial Services Corporatio,732,19.87,19.71,19.67,19.87,0.99,MIXED,1.67
PBFS,"Pioneer Bancorp, Inc. Common Stock",360,14.36,14.24,14.15,14.1,0.99,BULLISH,0.83
CHSCO,CHS Inc. Class B Cumulative Redeemable P,324,26.4,26.25,26.17,25.99,0.99,BULLISH,0.43
MGRB,"Affiliated Managers Group, Inc. 4.750% J",474,16.69,16.68,16.61,16.77,1.01,MIXED,0.87
WEAV,"Weave Communications, Inc. Common Stock",383,4.87,5.09,5.04,5.04,1.01,MIXED,0.78
KTF,DWS Municipal Income Trust,361,9.14,9.12,9.07,9.03,1.01,BULLISH,0.6
EVN,Eaton Vance Municipal Income Trust Commo,418,10.53,10.56,10.54,10.65,1.02,MIXED,0.78
SAJ,Saratoga Investment Corp 8.00% Notes due,405,25.85,25.67,25.57,25.41,1.03,BULLISH,0.89
ATLCL,Atlanticus Holdings Corporation 6.125% S,378,25.0,24.95,24.84,24.69,1.03,BULLISH,0.25
ARDC,"Ares Dynamic Credit Allocation Fund, Inc",286,12.48,12.4,12.28,12.27,1.03,BULLISH,1.25
FMN,Federated Hermes Premier Municipal Incom,962,11.15,11.18,11.1,11.06,1.04,BULLISH,0.66
BHFAP,"Brighthouse Financial, Inc. Depositary S",935,16.28,16.18,16.06,16.01,1.04,BULLISH,1.55
HIFS,Hingham Institution for Savings Common S,612,284.8,291.28,290.88,288.33,1.04,BULLISH,0.91
UHT,Universal Health Realty Income Trust Com,566,40.77,41.51,41.67,41.93,1.04,BEARISH,1.06
NGEN,NervGen Pharma Corp. Common stock,286,3.92,4.01,4.03,4.05,1.04,BEARISH,0.55
LIEN,"Chicago Atlantic BDC, Inc. Common Stock",215,9.41,9.43,9.43,9.53,1.04,BEARISH,1.15
TCBX,"Third Coast Bancshares, Inc. Common Stoc",621,37.51,39.9,39.85,39.5,1.06,BULLISH,1.34
COUR,"Coursera, Inc. Common Stock",894,5.28,5.97,5.98,6.02,1.07,BEARISH,1.52
FOXF,Fox Factory Holding Corp. Common Stock,742,17.7,17.29,17.1,17.29,1.07,MIXED,0.71
FOF,Cohen & Steers Closed-End Opportunity Fu,676,13.75,13.63,13.48,13.56,1.08,MIXED,0.57
NEWTG,"NewtekOne, Inc. 8.50% Fixed Rate Senior ",668,25.38,25.36,25.25,25.09,1.08,BULLISH,0.83
RMMZ,RiverNorth Managed Duration Municipal In,291,14.77,14.8,14.73,14.64,1.08,BULLISH,0.65
CHSCM,CHS Inc Class B Reset Rate Cumulative Re,309,25.15,25.01,24.87,24.73,1.1,BULLISH,0.86
CUBB,"Customers Bancorp, Inc 5.375% Subordinat",726,22.94,22.82,22.64,22.56,1.11,BULLISH,1.63
VOXR,Vox Royalty Corp. Common Stock,373,5.41,5.49,5.46,5.52,1.11,MIXED,0.78
NMCO,Nuveen Municipal Credit Opportunities Fu,588,10.73,10.72,10.66,10.6,1.14,BULLISH,0.65
SIGIP,"Selective Insurance Group, Inc. Deposita",984,16.44,16.35,16.33,16.52,1.15,MIXED,0.57
ANGO,"AngioDynamics, Inc. Common Stock",459,11.1,10.84,10.71,10.84,1.15,MIXED,0.6
RMM,RiverNorth Managed Duration Municipal In,280,14.18,14.23,14.12,14.06,1.17,BULLISH,0.56
SUPV,Grupo Supervielle S.A. American Deposita,820,8.98,9.43,9.41,9.33,1.18,BULLISH,1.08
LXFR,Luxfer Holdings PLC Ordinary Shares,358,13.14,12.87,12.71,12.83,1.19,MIXED,0.88
VALU,"Value Line, Inc. Common Stock",337,35.9,35.7,35.66,36.09,1.19,MIXED,1.2
DDT,Dillard's Capital Trust I,409,26.16,26.0,25.86,25.69,1.2,BULLISH,0.97
ACV,Virtus Diversified Income & Convertible ,272,26.24,25.86,25.54,25.7,1.21,MIXED,0.56
MITN,"TPG Mortgage Investment Trust, Inc. 9.50",757,25.66,25.58,25.43,25.27,1.22,BULLISH,1.15
AIZN,"Assurant, Inc. 5.25% Subordinated Notes ",991,19.63,19.81,19.84,20.06,1.23,BEARISH,0.37
NREF,"NexPoint Real Estate Finance, Inc. Commo",264,14.15,13.96,13.82,13.79,1.23,BULLISH,0.66
IBCP,Independent Bank Corporation Common Stoc,688,33.43,33.83,33.9,34.25,1.26,BEARISH,0.8
IVVD,"Invivyd, Inc. Common Stock",413,1.46,1.58,1.57,1.59,1.26,MIXED,0.37
SAR,Saratoga Investment Corp New,364,22.49,22.7,22.51,22.42,1.26,BULLISH,0.9
FTRE,Fortrea Holdings Inc. Common Stock,916,9.8,9.97,9.87,9.84,1.27,BULLISH,1.04
ASIC,Ategrity Specialty Insurance Company Hol,988,20.55,20.58,20.43,20.32,1.29,BULLISH,0.84
EBF,"Ennis, Inc. Common Stock",514,20.33,20.69,20.95,20.94,1.29,MIXED,1.49
MTLS,Materialise NV American Depositary Share,308,5.21,5.27,5.21,5.2,1.29,BULLISH,0.84
VUZI,Vuzix Corporation Common Stock,205,2.47,2.5,2.47,2.51,1.34,MIXED,1.12
RJET,Republic Airways Holdings Inc. Common St,850,18.15,19.27,19.16,19.03,1.35,BULLISH,0.95
HVT,"Haverty Furniture Companies, Inc. Common",368,22.71,22.75,22.44,22.63,1.35,MIXED,0.49
VCV,Invesco California Value Municipal Incom,510,10.65,10.6,10.58,10.73,1.36,MIXED,0.61
CGEM,"Cullinan Therapeutics, Inc. Common Stock",800,13.22,13.94,14.13,14.12,1.37,MIXED,0.82
LUCK,Lucky Strike Entertainment Corporation C,997,7.24,8.21,8.31,8.28,1.38,MIXED,1.18
BOW,Bowhead Specialty Holdings Inc. Common S,786,23.95,23.94,23.69,23.61,1.38,BULLISH,0.79
CPZ,Calamos Long/Short Equity & Dynamic Inco,270,13.74,13.91,13.88,14.07,1.38,MIXED,0.87
BUUU,BUUU Group Limited Class A Ordinary Shar,235,14.1,14.5,14.62,14.69,1.38,BEARISH,0.34
RPC,"Ridgepost Capital, Inc. Class A Common S",844,7.71,7.68,7.58,7.68,1.39,MIXED,0.94
OFIX,Orthofix Medical Inc. Common Stock (DE),496,12.35,12.32,12.27,12.44,1.4,MIXED,0.82
ALLO,"Allogene Therapeutics, Inc. Common Stock",797,2.31,2.39,2.42,2.39,1.41,MIXED,0.54
EVER,"EverQuote, Inc. Class A Common Stock",562,15.88,15.97,15.92,15.75,1.42,BULLISH,1.12
BANFP,BancFirst Corporation - BFC Capital Trus,889,26.48,26.35,26.22,25.97,1.43,BULLISH,0.08
WLKP,Westlake Chemical Partners LP Common Uni,795,22.56,22.44,22.36,22.12,1.43,BULLISH,0.72
MSIF,"MSC Income Fund, Inc. Common Stock",568,12.35,12.58,12.54,12.41,1.43,BULLISH,0.87
PPIH,"Perma-Pipe International Holdings, Inc. ",261,32.1,31.53,31.41,31.07,1.43,BULLISH,1.54
WDH,Waterdrop Inc. American Depositary Share,611,1.69,1.67,1.66,1.69,1.44,MIXED,0.86
HITI,High Tide Inc. Common Shares,217,2.47,2.43,2.4,2.4,1.44,MIXED,1.53
GDEN,"Golden Entertainment, Inc. Common Stock",743,28.35,28.21,27.89,27.79,1.46,BULLISH,1.8
FIP,FTAI Infrastructure Inc. Common Stock ,639,5.41,5.57,5.49,5.51,1.46,MIXED,0.86
VHI,"Valhi, Inc. Common Stock",410,14.49,14.28,14.16,14.06,1.46,BULLISH,1.5
OBIO,"Orchestra BioMed Holdings, Inc. Ordinary",242,4.13,4.27,4.32,4.33,1.47,BEARISH,1.32
BHFAO,"Brighthouse Financial, Inc. Depositary S",970,16.88,16.76,16.62,16.51,1.48,BULLISH,0.45
AXG,Solowin Holdings Class A Ordinary Share,735,3.89,3.69,3.63,3.65,1.48,MIXED,0.79
CBRL,"Cracker Barrel Old Country Store, Inc Co",656,29.36,29.66,29.22,29.37,1.48,MIXED,0.85
EMBC,Embecta Corp. Common Stock,546,9.22,9.27,9.22,9.36,1.5,MIXED,0.88
IVR,INVESCO MORTGAGE CAPITAL INC Common Stoc,727,8.36,8.3,8.23,8.18,1.51,BULLISH,1.41
GYRE,"Gyre Therapeutics, Inc. Common Stock",722,7.44,7.65,7.57,7.68,1.51,MIXED,0.7
ESRT,"Empire State Realty Trust, Inc. Class A ",952,5.56,5.47,5.38,5.46,1.52,MIXED,0.72
BME,Blackrock Health Sciences Trust,522,39.12,39.39,39.32,39.92,1.52,MIXED,0.77
ADCT,ADC Therapeutics SA Common Shares,501,3.94,4.04,4.01,4.07,1.53,MIXED,0.94
ASPN,"Aspen Aerogels, Inc. Common Stock",290,3.5,3.45,3.45,3.39,1.54,MIXED,1.21
HWBK,"Hawthorn Bancshares, Inc. Common Stock",237,34.45,34.26,34.05,33.72,1.54,BULLISH,0.79
